Comune,CODISTAT,provincia,inizioIntervallo,fineIntervallo,classeEta,Target,Vaccinati
Leonforte,086011,Enna,2020-12-29,2021-06-29,70-79,1178,902
Leonforte,086011,Enna,2020-12-29,2021-06-29,>80,857,623
Piazza Armerina,086014,Enna,2020-12-29,2021-06-29,12-19,1696,401
Piazza Armerina,086014,Enna,2020-12-29,2021-06-29,20-29,2535,996
Piazza Armerina,086014,Enna,2020-12-29,2021-06-29,30-39,2596,982
Piazza Armerina,086014,Enna,2020-12-29,2021-06-29,40-49,2729,1331
Piazza Armerina,086014,Enna,2020-12-29,2021-06-29,50-59,3171,2026
Piazza Armerina,086014,Enna,2020-12-29,2021-06-29,60-69,2746,1895
Piazza Armerina,086014,Enna,2020-12-29,2021-06-29,70-79,1988,1547
Piazza Armerina,086014,Enna,2020-12-29,2021-06-29,>80,1460,1147
Assoro,086003,Enna,2020-12-29,2021-06-29,12-19,419,103
Assoro,086003,Enna,2020-12-29,2021-06-29,20-29,557,258
Assoro,086003,Enna,2020-12-29,2021-06-29,30-39,568,233
Assoro,086003,Enna,2020-12-29,2021-06-29,40-49,656,294
Assoro,086003,Enna,2020-12-29,2021-06-29,50-59,754,454
Assoro,086003,Enna,2020-12-29,2021-06-29,60-69,772,495
Assoro,086003,Enna,2020-12-29,2021-06-29,70-79,454,385
Assoro,086003,Enna,2020-12-29,2021-06-29,>80,307,223
Pietraperzia,086015,Enna,2020-12-29,2021-06-29,12-19,521,120
Pietraperzia,086015,Enna,2020-12-29,2021-06-29,20-29,765,316
Pietraperzia,086015,Enna,2020-12-29,2021-06-29,30-39,664,281
Pietraperzia,086015,Enna,2020-12-29,2021-06-29,40-49,845,400
Pietraperzia,086015,Enna,2020-12-29,2021-06-29,50-59,975,583
Pietraperzia,086015,Enna,2020-12-29,2021-06-29,60-69,837,540
Pietraperzia,086015,Enna,2020-12-29,2021-06-29,70-79,602,434
Pietraperzia,086015,Enna,2020-12-29,2021-06-29,>80,622,476
Regalbuto,086016,Enna,2020-12-29,2021-06-29,12-19,517,113
Regalbuto,086016,Enna,2020-12-29,2021-06-29,20-29,892,295
Regalbuto,086016,Enna,2020-12-29,2021-06-29,30-39,873,328
Regalbuto,086016,Enna,2020-12-29,2021-06-29,40-49,864,420
Regalbuto,086016,Enna,2020-12-29,2021-06-29,50-59,1016,572
Regalbuto,086016,Enna,2020-12-29,2021-06-29,60-69,877,610
Regalbuto,086016,Enna,2020-12-29,2021-06-29,70-79,632,522
Regalbuto,086016,Enna,2020-12-29,2021-06-29,>80,475,426
Nissoria,086013,Enna,2020-12-29,2021-06-29,12-19,229,58
Nissoria,086013,Enna,2020-12-29,2021-06-29,20-29,408,168
Nissoria,086013,Enna,2020-12-29,2021-06-29,30-39,334,125
Nissoria,086013,Enna,2020-12-29,2021-06-29,40-49,394,166
Nissoria,086013,Enna,2020-12-29,2021-06-29,50-59,460,265
Nissoria,086013,Enna,2020-12-29,2021-06-29,60-69,385,261
Nissoria,086013,Enna,2020-12-29,2021-06-29,70-79,225,179
Nissoria,086013,Enna,2020-12-29,2021-06-29,>80,164,131
Centuripe,086007,Enna,2020-12-29,2021-06-29,12-19,399,58
Centuripe,086007,Enna,2020-12-29,2021-06-29,20-29,581,207
Centuripe,086007,Enna,2020-12-29,2021-06-29,30-39,614,210
Centuripe,086007,Enna,2020-12-29,2021-06-29,40-49,640,279
Centuripe,086007,Enna,2020-12-29,2021-06-29,50-59,799,410
Centuripe,086007,Enna,2020-12-29,2021-06-29,60-69,732,477
Centuripe,086007,Enna,2020-12-29,2021-06-29,70-79,483,386
Centuripe,086007,Enna,2020-12-29,2021-06-29,>80,459,373
Catenanuova,086006,Enna,2020-12-29,2021-06-29,12-19,418,52
Catenanuova,086006,Enna,2020-12-29,2021-06-29,20-29,587,205
Catenanuova,086006,Enna,2020-12-29,2021-06-29,30-39,561,159
Catenanuova,086006,Enna,2020-12-29,2021-06-29,40-49,619,227
Catenanuova,086006,Enna,2020-12-29,2021-06-29,50-59,672,297
Catenanuova,086006,Enna,2020-12-29,2021-06-29,60-69,543,334
Catenanuova,086006,Enna,2020-12-29,2021-06-29,70-79,390,300
Catenanuova,086006,Enna,2020-12-29,2021-06-29,>80,306,233
Barrafranca,086004,Enna,2020-12-29,2021-06-29,12-19,1001,160
Barrafranca,086004,Enna,2020-12-29,2021-06-29,20-29,1408,495
Barrafranca,086004,Enna,2020-12-29,2021-06-29,30-39,1317,393
Barrafranca,086004,Enna,2020-12-29,2021-06-29,40-49,1769,629
Barrafranca,086004,Enna,2020-12-29,2021-06-29,50-59,1764,930
Barrafranca,086004,Enna,2020-12-29,2021-06-29,60-69,1376,795
Barrafranca,086004,Enna,2020-12-29,2021-06-29,70-79,1142,695
Barrafranca,086004,Enna,2020-12-29,2021-06-29,>80,964,576
Agira,086001,Enna,2020-12-29,2021-06-29,12-19,699,99
Agira,086001,Enna,2020-12-29,2021-06-29,20-29,951,285
Agira,086001,Enna,2020-12-29,2021-06-29,30-39,898,210
Agira,086001,Enna,2020-12-29,2021-06-29,40-49,1042,366
Agira,086001,Enna,2020-12-29,2021-06-29,50-59,1235,523
Agira,086001,Enna,2020-12-29,2021-06-29,60-69,939,532
Agira,086001,Enna,2020-12-29,2021-06-29,70-79,700,476
Agira,086001,Enna,2020-12-29,2021-06-29,>80,535,385
Roccafiorita,083071,Messina,2020-12-28,2021-06-29,12-19,11,3
Roccafiorita,083071,Messina,2020-12-28,2021-06-29,20-29,25,19
Roccafiorita,083071,Messina,2020-12-28,2021-06-29,30-39,27,29
Roccafiorita,083071,Messina,2020-12-28,2021-06-29,40-49,21,27
Roccafiorita,083071,Messina,2020-12-28,2021-06-29,50-59,28,28
Roccafiorita,083071,Messina,2020-12-28,2021-06-29,60-69,27,36
Roccafiorita,083071,Messina,2020-12-28,2021-06-29,70-79,17,16
Roccafiorita,083071,Messina,2020-12-28,2021-06-29,>80,16,15
San Marco d'Alunzio,083079,Messina,2020-12-28,2021-06-29,12-19,136,47
San Marco d'Alunzio,083079,Messina,2020-12-28,2021-06-29,20-29,190,123
San Marco d'Alunzio,083079,Messina,2020-12-28,2021-06-29,30-39,206,137
San Marco d'Alunzio,083079,Messina,2020-12-28,2021-06-29,40-49,241,187
San Marco d'Alunzio,083079,Messina,2020-12-28,2021-06-29,50-59,293,233
San Marco d'Alunzio,083079,Messina,2020-12-28,2021-06-29,60-69,255,221
San Marco d'Alunzio,083079,Messina,2020-12-28,2021-06-29,70-79,158,148
San Marco d'Alunzio,083079,Messina,2020-12-28,2021-06-29,>80,183,169
Limina,083040,Messina,2020-12-28,2021-06-29,12-19,43,15
Limina,083040,Messina,2020-12-28,2021-06-29,20-29,66,50
Limina,083040,Messina,2020-12-28,2021-06-29,30-39,74,50
Limina,083040,Messina,2020-12-28,2021-06-29,40-49,77,56
Limina,083040,Messina,2020-12-28,2021-06-29,50-59,110,83
Limina,083040,Messina,2020-12-28,2021-06-29,60-69,101,93
Limina,083040,Messina,2020-12-28,2021-06-29,70-79,103,86
Limina,083040,Messina,2020-12-28,2021-06-29,>80,106,79
Mistretta,083052,Messina,2020-12-28,2021-06-29,12-19,343,139
Mistretta,083052,Messina,2020-12-28,2021-06-29,20-29,512,354
Mistretta,083052,Messina,2020-12-28,2021-06-29,30-39,533,343
Mistretta,083052,Messina,2020-12-28,2021-06-29,40-49,590,418
Mistretta,083052,Messina,2020-12-28,2021-06-29,50-59,668,568
Mistretta,083052,Messina,2020-12-28,2021-06-29,60-69,597,513
Mistretta,083052,Messina,2020-12-28,2021-06-29,70-79,490,399
Mistretta,083052,Messina,2020-12-28,2021-06-29,>80,395,337
San Pier Niceto,083080,Messina,2020-12-28,2021-06-29,12-19,198,63
San Pier Niceto,083080,Messina,2020-12-28,2021-06-29,20-29,289,158
San Pier Niceto,083080,Messina,2020-12-28,2021-06-29,30-39,264,189
San Pier Niceto,083080,Messina,2020-12-28,2021-06-29,40-49,360,230
San Pier Niceto,083080,Messina,2020-12-28,2021-06-29,50-59,397,322
San Pier Niceto,083080,Messina,2020-12-28,2021-06-29,60-69,350,331
San Pier Niceto,083080,Messina,2020-12-28,2021-06-29,70-79,303,255
San Pier Niceto,083080,Messina,2020-12-28,2021-06-29,>80,276,248
Mirto,083051,Messina,2020-12-28,2021-06-29,12-19,57,9
Mirto,083051,Messina,2020-12-28,2021-06-29,20-29,100,64
Mirto,083051,Messina,2020-12-28,2021-06-29,30-39,113,65
Mirto,083051,Messina,2020-12-28,2021-06-29,40-49,107,72
Mirto,083051,Messina,2020-12-28,2021-06-29,50-59,139,108
Mirto,083051,Messina,2020-12-28,2021-06-29,60-69,136,131
Mirto,083051,Messina,2020-12-28,2021-06-29,70-79,86,82
Mirto,083051,Messina,2020-12-28,2021-06-29,>80,101,86
Ucria,083102,Messina,2020-12-28,2021-06-29,12-19,49,8
Ucria,083102,Messina,2020-12-28,2021-06-29,20-29,96,65
Ucria,083102,Messina,2020-12-28,2021-06-29,30-39,105,69
Ucria,083102,Messina,2020-12-28,2021-06-29,40-49,108,74
Ucria,083102,Messina,2020-12-28,2021-06-29,50-59,148,115
Ucria,083102,Messina,2020-12-28,2021-06-29,60-69,129,108
Ucria,083102,Messina,2020-12-28,2021-06-29,70-79,111,92
Ucria,083102,Messina,2020-12-28,2021-06-29,>80,123,106
Reitano,083070,Messina,2020-12-28,2021-06-29,12-19,50,12
Reitano,083070,Messina,2020-12-28,2021-06-29,20-29,59,45
Reitano,083070,Messina,2020-12-28,2021-06-29,30-39,84,50
Reitano,083070,Messina,2020-12-28,2021-06-29,40-49,85,67
Reitano,083070,Messina,2020-12-28,2021-06-29,50-59,102,76
Reitano,083070,Messina,2020-12-28,2021-06-29,60-69,127,95
Reitano,083070,Messina,2020-12-28,2021-06-29,70-79,76,71
Reitano,083070,Messina,2020-12-28,2021-06-29,>80,69,59
Moio Alcantara,083053,Messina,2020-12-28,2021-06-29,12-19,57,17
Moio Alcantara,083053,Messina,2020-12-28,2021-06-29,20-29,62,40
Moio Alcantara,083053,Messina,2020-12-28,2021-06-29,30-39,75,56
Moio Alcantara,083053,Messina,2020-12-28,2021-06-29,40-49,105,65
Moio Alcantara,083053,Messina,2020-12-28,2021-06-29,50-59,96,80
Moio Alcantara,083053,Messina,2020-12-28,2021-06-29,60-69,94,74
Moio Alcantara,083053,Messina,2020-12-28,2021-06-29,70-79,79,75
Moio Alcantara,083053,Messina,2020-12-28,2021-06-29,>80,62,49
San Salvatore di Fitalia,083082,Messina,2020-12-28,2021-06-29,12-19,57,20
San Salvatore di Fitalia,083082,Messina,2020-12-28,2021-06-29,20-29,121,54
San Salvatore di Fitalia,083082,Messina,2020-12-28,2021-06-29,30-39,141,92
San Salvatore di Fitalia,083082,Messina,2020-12-28,2021-06-29,40-49,130,73
San Salvatore di Fitalia,083082,Messina,2020-12-28,2021-06-29,50-59,179,129
San Salvatore di Fitalia,083082,Messina,2020-12-28,2021-06-29,60-69,177,152
San Salvatore di Fitalia,083082,Messina,2020-12-28,2021-06-29,70-79,127,112
San Salvatore di Fitalia,083082,Messina,2020-12-28,2021-06-29,>80,159,145
Motta d'Affermo,083059,Messina,2020-12-28,2021-06-29,12-19,53,31
Motta d'Affermo,083059,Messina,2020-12-28,2021-06-29,20-29,66,34
Motta d'Affermo,083059,Messina,2020-12-28,2021-06-29,30-39,55,36
Motta d'Affermo,083059,Messina,2020-12-28,2021-06-29,40-49,81,50
Motta d'Affermo,083059,Messina,2020-12-28,2021-06-29,50-59,101,74
Motta d'Affermo,083059,Messina,2020-12-28,2021-06-29,60-69,109,74
Motta d'Affermo,083059,Messina,2020-12-28,2021-06-29,70-79,92,73
Motta d'Affermo,083059,Messina,2020-12-28,2021-06-29,>80,78,77
Raccuja,083069,Messina,2020-12-28,2021-06-29,12-19,54,19
Raccuja,083069,Messina,2020-12-28,2021-06-29,20-29,83,50
Raccuja,083069,Messina,2020-12-28,2021-06-29,30-39,87,47
Raccuja,083069,Messina,2020-12-28,2021-06-29,40-49,128,81
Raccuja,083069,Messina,2020-12-28,2021-06-29,50-59,160,122
Raccuja,083069,Messina,2020-12-28,2021-06-29,60-69,130,100
Raccuja,083069,Messina,2020-12-28,2021-06-29,70-79,114,84
Raccuja,083069,Messina,2020-12-28,2021-06-29,>80,91,94
Malvagna,083044,Messina,2020-12-28,2021-06-29,12-19,41,2
Malvagna,083044,Messina,2020-12-28,2021-06-29,20-29,66,44
Malvagna,083044,Messina,2020-12-28,2021-06-29,30-39,72,38
Malvagna,083044,Messina,2020-12-28,2021-06-29,40-49,76,56
Malvagna,083044,Messina,2020-12-28,2021-06-29,50-59,114,93
Malvagna,083044,Messina,2020-12-28,2021-06-29,60-69,88,71
Malvagna,083044,Messina,2020-12-28,2021-06-29,70-79,76,61
Malvagna,083044,Messina,2020-12-28,2021-06-29,>80,78,64
Alcara li Fusi,083001,Messina,2020-12-28,2021-06-29,12-19,101,37
Alcara li Fusi,083001,Messina,2020-12-28,2021-06-29,20-29,169,96
Alcara li Fusi,083001,Messina,2020-12-28,2021-06-29,30-39,153,79
Alcara li Fusi,083001,Messina,2020-12-28,2021-06-29,40-49,233,151
Alcara li Fusi,083001,Messina,2020-12-28,2021-06-29,50-59,274,182
Alcara li Fusi,083001,Messina,2020-12-28,2021-06-29,60-69,260,196
Alcara li Fusi,083001,Messina,2020-12-28,2021-06-29,70-79,241,216
Alcara li Fusi,083001,Messina,2020-12-28,2021-06-29,>80,246,206
Mongiuffi Melia,083055,Messina,2020-12-28,2021-06-29,12-19,30,9
Mongiuffi Melia,083055,Messina,2020-12-28,2021-06-29,20-29,52,39
Mongiuffi Melia,083055,Messina,2020-12-28,2021-06-29,30-39,71,37
Mongiuffi Melia,083055,Messina,2020-12-28,2021-06-29,40-49,64,50
Mongiuffi Melia,083055,Messina,2020-12-28,2021-06-29,50-59,97,70
Mongiuffi Melia,083055,Messina,2020-12-28,2021-06-29,60-69,93,77
Mongiuffi Melia,083055,Messina,2020-12-28,2021-06-29,70-79,54,37
Mongiuffi Melia,083055,Messina,2020-12-28,2021-06-29,>80,50,32
Frazzanò,083026,Messina,2020-12-28,2021-06-29,12-19,44,11
Frazzanò,083026,Messina,2020-12-28,2021-06-29,20-29,48,27
Frazzanò,083026,Messina,2020-12-28,2021-06-29,30-39,61,28
Frazzanò,083026,Messina,2020-12-28,2021-06-29,40-49,96,58
Frazzanò,083026,Messina,2020-12-28,2021-06-29,50-59,74,48
Frazzanò,083026,Messina,2020-12-28,2021-06-29,60-69,90,67
Frazzanò,083026,Messina,2020-12-28,2021-06-29,70-79,71,67
Frazzanò,083026,Messina,2020-12-28,2021-06-29,>80,68,71
Brolo,083007,Messina,2020-12-28,2021-06-29,12-19,434,108
Brolo,083007,Messina,2020-12-28,2021-06-29,20-29,598,324
Brolo,083007,Messina,2020-12-28,2021-06-29,30-39,741,402
Brolo,083007,Messina,2020-12-28,2021-06-29,40-49,852,541
Brolo,083007,Messina,2020-12-28,2021-06-29,50-59,938,648
Brolo,083007,Messina,2020-12-28,2021-06-29,60-69,740,646
Brolo,083007,Messina,2020-12-28,2021-06-29,70-79,509,451
Brolo,083007,Messina,2020-12-28,2021-06-29,>80,359,346
Roccella Valdemone,083074,Messina,2020-12-28,2021-06-29,12-19,47,5
Roccella Valdemone,083074,Messina,2020-12-28,2021-06-29,20-29,50,32
Roccella Valdemone,083074,Messina,2020-12-28,2021-06-29,30-39,61,31
Roccella Valdemone,083074,Messina,2020-12-28,2021-06-29,40-49,84,42
Roccella Valdemone,083074,Messina,2020-12-28,2021-06-29,50-59,80,61
Roccella Valdemone,083074,Messina,2020-12-28,2021-06-29,60-69,86,73
Roccella Valdemone,083074,Messina,2020-12-28,2021-06-29,70-79,57,51
Roccella Valdemone,083074,Messina,2020-12-28,2021-06-29,>80,76,67
Antillo,083004,Messina,2020-12-28,2021-06-29,12-19,65,6
Antillo,083004,Messina,2020-12-28,2021-06-29,20-29,86,64
Antillo,083004,Messina,2020-12-28,2021-06-29,30-39,91,60
Antillo,083004,Messina,2020-12-28,2021-06-29,40-49,98,69
Antillo,083004,Messina,2020-12-28,2021-06-29,50-59,116,76
Antillo,083004,Messina,2020-12-28,2021-06-29,60-69,95,69
Antillo,083004,Messina,2020-12-28,2021-06-29,70-79,100,79
Antillo,083004,Messina,2020-12-28,2021-06-29,>80,99,71
Gallodoro,083031,Messina,2020-12-28,2021-06-29,12-19,19,5
Gallodoro,083031,Messina,2020-12-28,2021-06-29,20-29,36,23
Gallodoro,083031,Messina,2020-12-28,2021-06-29,30-39,37,14
Gallodoro,083031,Messina,2020-12-28,2021-06-29,40-49,47,28
Gallodoro,083031,Messina,2020-12-28,2021-06-29,50-59,57,32
Gallodoro,083031,Messina,2020-12-28,2021-06-29,60-69,58,54
Gallodoro,083031,Messina,2020-12-28,2021-06-29,70-79,33,27
Gallodoro,083031,Messina,2020-12-28,2021-06-29,>80,32,27
Castel di Lucio,083013,Messina,2020-12-28,2021-06-29,12-19,86,27
Castel di Lucio,083013,Messina,2020-12-28,2021-06-29,20-29,132,83
Castel di Lucio,083013,Messina,2020-12-28,2021-06-29,30-39,116,65
Castel di Lucio,083013,Messina,2020-12-28,2021-06-29,40-49,157,90
Castel di Lucio,083013,Messina,2020-12-28,2021-06-29,50-59,180,112
Castel di Lucio,083013,Messina,2020-12-28,2021-06-29,60-69,174,133
Castel di Lucio,083013,Messina,2020-12-28,2021-06-29,70-79,122,105
Castel di Lucio,083013,Messina,2020-12-28,2021-06-29,>80,123,99
Basicò,083006,Messina,2020-12-28,2021-06-29,12-19,25,6
Basicò,083006,Messina,2020-12-28,2021-06-29,20-29,64,29
Basicò,083006,Messina,2020-12-28,2021-06-29,30-39,51,23
Basicò,083006,Messina,2020-12-28,2021-06-29,40-49,68,36
Basicò,083006,Messina,2020-12-28,2021-06-29,50-59,85,65
Basicò,083006,Messina,2020-12-28,2021-06-29,60-69,75,60
Basicò,083006,Messina,2020-12-28,2021-06-29,70-79,71,59
Basicò,083006,Messina,2020-12-28,2021-06-29,>80,78,57
Galati Mamertino,083030,Messina,2020-12-28,2021-06-29,12-19,144,48
Galati Mamertino,083030,Messina,2020-12-28,2021-06-29,20-29,269,145
Galati Mamertino,083030,Messina,2020-12-28,2021-06-29,30-39,252,108
Galati Mamertino,083030,Messina,2020-12-28,2021-06-29,40-49,278,152
Galati Mamertino,083030,Messina,2020-12-28,2021-06-29,50-59,395,264
Galati Mamertino,083030,Messina,2020-12-28,2021-06-29,60-69,364,272
Galati Mamertino,083030,Messina,2020-12-28,2021-06-29,70-79,252,210
Galati Mamertino,083030,Messina,2020-12-28,2021-06-29,>80,264,237
Motta Camastra,083058,Messina,2020-12-28,2021-06-29,12-19,48,12
Motta Camastra,083058,Messina,2020-12-28,2021-06-29,20-29,64,42
Motta Camastra,083058,Messina,2020-12-28,2021-06-29,30-39,90,46
Motta Camastra,083058,Messina,2020-12-28,2021-06-29,40-49,128,79
Motta Camastra,083058,Messina,2020-12-28,2021-06-29,50-59,101,74
Motta Camastra,083058,Messina,2020-12-28,2021-06-29,60-69,108,78
Motta Camastra,083058,Messina,2020-12-28,2021-06-29,70-79,113,84
Motta Camastra,083058,Messina,2020-12-28,2021-06-29,>80,70,52
Pettineo,083067,Messina,2020-12-28,2021-06-29,12-19,92,38
Pettineo,083067,Messina,2020-12-28,2021-06-29,20-29,147,83
Pettineo,083067,Messina,2020-12-28,2021-06-29,30-39,128,61
Pettineo,083067,Messina,2020-12-28,2021-06-29,40-49,167,97
Pettineo,083067,Messina,2020-12-28,2021-06-29,50-59,200,142
Pettineo,083067,Messina,2020-12-28,2021-06-29,60-69,184,135
Pettineo,083067,Messina,2020-12-28,2021-06-29,70-79,119,89
Pettineo,083067,Messina,2020-12-28,2021-06-29,>80,120,98
Ficarra,083020,Messina,2020-12-28,2021-06-29,12-19,88,29
Ficarra,083020,Messina,2020-12-28,2021-06-29,20-29,132,71
Ficarra,083020,Messina,2020-12-28,2021-06-29,30-39,153,74
Ficarra,083020,Messina,2020-12-28,2021-06-29,40-49,153,80
Ficarra,083020,Messina,2020-12-28,2021-06-29,50-59,198,132
Ficarra,083020,Messina,2020-12-28,2021-06-29,60-69,206,159
Ficarra,083020,Messina,2020-12-28,2021-06-29,70-79,162,115
Ficarra,083020,Messina,2020-12-28,2021-06-29,>80,163,145
Santa Marina Salina,083087,Messina,2020-12-28,2021-06-29,12-19,43,6
Santa Marina Salina,083087,Messina,2020-12-28,2021-06-29,20-29,81,46
Santa Marina Salina,083087,Messina,2020-12-28,2021-06-29,30-39,124,76
Santa Marina Salina,083087,Messina,2020-12-28,2021-06-29,40-49,126,92
Santa Marina Salina,083087,Messina,2020-12-28,2021-06-29,50-59,124,92
Santa Marina Salina,083087,Messina,2020-12-28,2021-06-29,60-69,152,102
Santa Marina Salina,083087,Messina,2020-12-28,2021-06-29,70-79,89,56
Santa Marina Salina,083087,Messina,2020-12-28,2021-06-29,>80,45,27
Mandanici,083045,Messina,2020-12-28,2021-06-29,12-19,35,10
Mandanici,083045,Messina,2020-12-28,2021-06-29,20-29,60,36
Mandanici,083045,Messina,2020-12-28,2021-06-29,30-39,47,22
Mandanici,083045,Messina,2020-12-28,2021-06-29,40-49,80,39
Mandanici,083045,Messina,2020-12-28,2021-06-29,50-59,69,45
Mandanici,083045,Messina,2020-12-28,2021-06-29,60-69,80,54
Mandanici,083045,Messina,2020-12-28,2021-06-29,70-79,72,62
Mandanici,083045,Messina,2020-12-28,2021-06-29,>80,68,55
Piraino,083068,Messina,2020-12-28,2021-06-29,12-19,263,49
Piraino,083068,Messina,2020-12-28,2021-06-29,20-29,392,210
Piraino,083068,Messina,2020-12-28,2021-06-29,30-39,496,258
Piraino,083068,Messina,2020-12-28,2021-06-29,40-49,564,293
Piraino,083068,Messina,2020-12-28,2021-06-29,50-59,597,412
Piraino,083068,Messina,2020-12-28,2021-06-29,60-69,517,413
Piraino,083068,Messina,2020-12-28,2021-06-29,70-79,345,293
Piraino,083068,Messina,2020-12-28,2021-06-29,>80,284,255
Santa Domenica Vittoria,083083,Messina,2020-12-28,2021-06-29,12-19,88,17
Santa Domenica Vittoria,083083,Messina,2020-12-28,2021-06-29,20-29,106,61
Santa Domenica Vittoria,083083,Messina,2020-12-28,2021-06-29,30-39,86,41
Santa Domenica Vittoria,083083,Messina,2020-12-28,2021-06-29,40-49,116,75
Santa Domenica Vittoria,083083,Messina,2020-12-28,2021-06-29,50-59,155,92
Santa Domenica Vittoria,083083,Messina,2020-12-28,2021-06-29,60-69,122,95
Santa Domenica Vittoria,083083,Messina,2020-12-28,2021-06-29,70-79,54,56
Santa Domenica Vittoria,083083,Messina,2020-12-28,2021-06-29,>80,84,74
Malfa,083043,Messina,2020-12-28,2021-06-29,12-19,70,8
Malfa,083043,Messina,2020-12-28,2021-06-29,20-29,87,55
Malfa,083043,Messina,2020-12-28,2021-06-29,30-39,138,89
Malfa,083043,Messina,2020-12-28,2021-06-29,40-49,158,106
Malfa,083043,Messina,2020-12-28,2021-06-29,50-59,155,106
Malfa,083043,Messina,2020-12-28,2021-06-29,60-69,124,102
Malfa,083043,Messina,2020-12-28,2021-06-29,70-79,102,58
Malfa,083043,Messina,2020-12-28,2021-06-29,>80,36,23
Forza d'Agrò,083024,Messina,2020-12-28,2021-06-29,12-19,57,13
Forza d'Agrò,083024,Messina,2020-12-28,2021-06-29,20-29,102,59
Forza d'Agrò,083024,Messina,2020-12-28,2021-06-29,30-39,115,50
Forza d'Agrò,083024,Messina,2020-12-28,2021-06-29,40-49,109,74
Forza d'Agrò,083024,Messina,2020-12-28,2021-06-29,50-59,126,85
Forza d'Agrò,083024,Messina,2020-12-28,2021-06-29,60-69,123,91
Forza d'Agrò,083024,Messina,2020-12-28,2021-06-29,70-79,79,57
Forza d'Agrò,083024,Messina,2020-12-28,2021-06-29,>80,73,59
Militello Rosmarino,083050,Messina,2020-12-28,2021-06-29,12-19,78,26
Militello Rosmarino,083050,Messina,2020-12-28,2021-06-29,20-29,108,50
Militello Rosmarino,083050,Messina,2020-12-28,2021-06-29,30-39,140,71
Militello Rosmarino,083050,Messina,2020-12-28,2021-06-29,40-49,165,99
Militello Rosmarino,083050,Messina,2020-12-28,2021-06-29,50-59,183,106
Militello Rosmarino,083050,Messina,2020-12-28,2021-06-29,60-69,155,126
Militello Rosmarino,083050,Messina,2020-12-28,2021-06-29,70-79,142,105
